RANK,NAME,TEAM,POS,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,REB,AST,STL,BLK,TO,id,team_img,player_img
617,Cara McCormack,HC,G,34,31.5,10.9,3.8,10.7,35.2,2.0,6.1,33.0,1.4,1.8,77.0,3.5,3.0,0.8,0.2,2.4,4704716,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/107.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/4704716.png&w=350&h=254
618,Jacorriah Bracey,USM,G,33,29.8,10.9,4.4,10.3,42.2,0.4,1.4,25.5,1.8,2.3,80.0,6.7,1.3,1.4,0.1,2.8,4433443,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2572.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/4433443.png&w=350&h=254
619,Paige Kohler,BGSU,G,31,33.3,10.9,3.5,10.4,33.5,1.3,4.7,27.4,2.6,3.3,79.6,4.2,3.6,0.9,0.0,2.9,5178180,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/189.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/5178180.png&w=350&h=254
620,Taniya Lawson,TXSO,G,28,25.5,10.9,3.6,10.3,34.6,0.9,3.8,24.3,2.8,3.4,83.2,2.9,1.6,0.9,0.1,2.1,5109971,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2640.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/5109971.png&w=350&h=254
621,Zyion Shannon,TNST,G,30,25.2,10.9,4.0,10.6,37.9,0.8,2.7,30.0,2.1,2.9,71.3,2.5,1.5,1.4,0.2,2.2,5106827,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2634.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/5106827.png&w=350&h=254
622,Nicole Melious,LAS,G,30,29.2,10.9,3.9,10.7,36.6,2.4,7.1,34.1,0.6,0.8,79.2,2.7,0.9,0.6,0.3,1.5,5174370,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2325.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/5174370.png&w=350&h=254
623,Gina Marxen,MONT,G,33,27.6,10.8,3.3,8.3,39.3,2.2,5.5,40.1,2.1,2.8,74.2,2.0,3.8,0.6,0.1,1.2,4399903,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/149.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/4399903.png&w=350&h=254
624,Niveya Henley,FUR,G,31,28.5,10.8,3.8,10.3,36.6,1.2,4.1,30.2,2.1,2.7,76.2,4.1,1.2,0.5,0.2,2.1,4900397,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/231.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/4900397.png&w=350&h=254
625,Brandi Williams,UL,G,30,34.5,10.8,3.5,8.8,39.2,2.2,5.4,41.0,1.7,2.3,73.9,3.2,1.1,1.2,0.0,1.4,4400558,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/309.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/4400558.png&w=350&h=254
626,Kim Villalobos,SDSU,F,35,26.9,10.8,4.1,9.3,44.0,0.0,0.1,0.0,2.7,3.8,69.4,6.1,2.6,1.7,1.0,2.1,4704565,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/21.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/4704565.png&w=350&h=254
627,Olivia Cochran,LOU,F,34,27.2,10.8,4.3,8.6,49.7,0.0,0.2,14.3,2.3,3.3,69.4,6.6,1.4,1.4,0.6,1.8,4433426,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/97.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/4433426.png&w=350&h=254
628,Rusne Augustinaite,GT,G,33,27.4,10.8,3.9,10.4,37.3,2.2,6.1,35.3,0.9,1.2,75.0,3.2,1.3,0.3,0.2,1.5,5174417,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/59.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/5174417.png&w=350&h=254
629,Brenna McDonald,YALE,F,27,29.5,10.8,4.6,8.6,53.9,0.0,0.1,0.0,1.6,2.2,71.2,6.9,0.9,0.9,1.5,1.7,4899337,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/43.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/4899337.png&w=350&h=254
630,Sydney Woodley,LBSU,G,31,29.7,10.8,4.4,9.8,45.1,0.7,2.4,28.8,1.3,1.8,72.7,5.0,2.0,3.4,0.0,2.3,4899646,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/299.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/4899646.png&w=350&h=254
631,Sydney Parrish,IU,G,25,27.4,10.8,3.7,8.1,45.3,1.9,4.8,40.0,1.5,1.9,79.2,6.0,2.3,0.9,0.7,1.6,4433414,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/84.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/4433414.png&w=350&h=254
632,Sydney Taylor,LOU,G,34,25.4,10.8,3.7,10.1,37.0,1.7,5.4,30.8,1.6,2.2,74.7,2.8,2.2,0.9,0.1,2.1,4594786,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/97.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/4594786.png&w=350&h=254
633,Ines Gimenez Monserrat,MAN,G,29,27.1,10.8,4.0,10.0,39.5,1.7,5.4,31.8,1.1,1.6,71.7,2.8,2.0,0.9,0.1,2.5,5176879,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2363.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/5176879.png&w=350&h=254
634,Nora Francois,UNO,C,26,26.6,10.8,3.6,10.0,35.6,0.7,2.9,23.7,2.9,3.9,74.5,6.1,0.8,1.2,0.5,2.0,5108628,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2443.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/5108628.png&w=350&h=254
635,Daejah Phillips,HAW,G,30,25.7,10.8,3.0,7.2,41.4,0.7,2.3,29.0,4.2,5.2,79.6,4.5,2.0,1.6,0.2,2.4,4704369,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/62.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/4704369.png&w=350&h=254
636,Grace Grocholski,MINN,G,36,34.3,10.8,3.9,9.8,39.6,2.2,6.3,34.6,0.8,1.1,78.9,4.6,2.0,0.8,0.3,1.5,5175701,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/135.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/5175701.png&w=350&h=254
637,Jadyn Weltz,BING,G,31,30.0,10.7,3.9,8.3,47.7,1.1,3.7,29.3,1.8,2.2,79.7,5.0,4.5,1.6,0.1,3.0,4898953,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2066.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/4898953.png&w=350&h=254
638,Ariana Seawell,UMES,F,30,19.7,10.7,3.9,8.0,48.8,0.0,0.0,0.0,2.9,3.8,76.5,6.0,0.4,0.6,0.5,1.6,4899958,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2379.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/4899958.png&w=350&h=254
639,Kennedy Taylor,MOST,F,33,20.6,10.7,4.2,8.4,50.2,0.0,0.0,0.0,2.3,3.5,66.7,7.1,1.3,0.6,0.8,1.7,4899069,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2623.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/4899069.png&w=350&h=254
640,Linda van Schaik,OAK,G,29,26.8,10.7,3.7,11.0,33.8,1.4,5.5,25.8,1.9,2.7,70.1,4.5,1.3,1.2,0.6,1.6,4596024,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2473.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/4596024.png&w=350&h=254
641,Talia von Oelhoffen,ORST,G,35,27.1,10.7,3.6,9.2,38.7,1.3,4.1,31.7,2.3,2.6,88.9,4.1,5.0,1.0,0.7,2.3,4713193,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/204.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/4713193.png&w=350&h=254
642,Chloe Welch,JOES,G,34,31.0,10.7,3.6,9.6,37.9,1.2,3.6,33.9,2.2,2.7,81.5,4.9,2.0,0.6,0.4,1.5,4399041,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2603.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/4399041.png&w=350&h=254
643,Brooklyn Gray,SLU,G,37,27.1,10.7,3.6,8.6,41.7,0.7,2.4,29.9,2.8,3.4,81.9,2.9,1.1,1.1,0.1,2.1,5174391,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/139.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/5174391.png&w=350&h=254
644,Jane Nwaba,PEPP,F,30,31.1,10.7,4.4,10.5,41.7,0.4,1.8,22.2,1.6,2.8,56.0,7.6,2.8,1.3,0.6,4.1,4703860,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2492.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/4703860.png&w=350&h=254
645,Agnes Emma-Nnopu,TCU,G,33,31.8,10.7,3.9,9.1,42.5,1.8,4.9,36.8,1.1,1.6,68.5,7.2,1.7,1.2,1.1,1.6,4703591,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2628.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/4703591.png&w=350&h=254
646,Hallie Rhodes,MORE,G,29,31.0,10.7,4.2,9.4,44.5,0.2,0.9,18.5,2.1,3.2,66.3,5.5,1.2,1.1,0.8,2.1,5106695,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2413.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/5106695.png&w=350&h=254
647,Keimari Rimmer,UIC,G,34,21.7,10.7,4.4,8.9,50.0,0.4,1.4,30.6,1.4,2.0,66.7,6.5,1.0,1.6,0.2,2.3,4594817,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/82.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/4594817.png&w=350&h=254
648,Kennady McQueen,UTAH,G,34,30.1,10.7,3.9,8.1,48.5,2.0,5.1,38.7,0.9,1.0,85.7,4.2,3.1,0.9,0.1,1.5,4898901,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/254.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/4898901.png&w=350&h=254
649,Kadie Deaton,PAC,G,30,27.2,10.7,3.5,9.3,37.4,0.9,2.8,32.1,2.8,3.7,77.3,4.0,2.7,1.8,0.4,3.4,4594848,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/279.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/4594848.png&w=350&h=254
650,Maddie Heiss,WOF,G,30,31.3,10.7,3.9,10.6,36.8,1.8,5.3,34.8,1.0,1.2,86.1,2.8,1.1,0.7,0.3,1.8,5177951,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2747.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/5177951.png&w=350&h=254
651,Jada Lewis,SDSU,G,35,32.0,10.7,3.6,9.6,37.1,2.2,6.5,33.6,1.3,1.6,85.5,2.9,2.0,0.8,0.3,1.4,5177274,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/21.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/5177274.png&w=350&h=254
652,Ariana Vanderhoop,MONM,G,28,28.3,10.6,4.0,9.1,44.1,1.1,3.3,32.6,1.5,1.9,79.2,4.4,1.6,0.5,0.1,1.9,4704485,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2405.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/4704485.png&w=350&h=254
653,Natalia Otkhmezuri,IONA,G,30,25.6,10.6,3.7,8.9,42.1,1.5,3.8,38.9,1.7,2.0,86.4,3.1,1.3,0.5,0.1,2.1,4899550,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/314.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/4899550.png&w=350&h=254
654,Sophie Phillips,URI,G,35,31.5,10.6,3.6,9.7,37.3,2.5,7.5,33.7,0.9,1.3,70.5,1.3,1.4,0.9,0.4,1.2,4898522,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/227.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/4898522.png&w=350&h=254
655,Dena Jarrells,YSU,G,32,27.6,10.6,3.6,10.0,36.4,2.1,6.1,34.4,1.3,1.5,87.2,2.6,3.5,0.7,0.1,3.2,4595392,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2754.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/4595392.png&w=350&h=254
656,Ronnie Porter,WIS,G,32,35.0,10.6,3.9,10.3,38.1,0.9,3.4,25.5,1.9,2.6,71.4,5.5,4.1,1.9,0.1,2.9,5108547,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/275.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/5108547.png&w=350&h=254
657,Markyia McCormick,OAK,G,29,26.5,10.6,3.2,9.5,33.7,1.5,5.0,30.6,2.7,3.4,79.6,1.4,1.9,0.9,0.0,1.8,4595279,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2473.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/4595279.png&w=350&h=254
658,Angel Jones,COPP,G,26,31.5,10.6,4.2,10.0,41.5,1.2,3.0,38.5,1.2,2.0,57.7,4.5,1.4,1.2,0.0,2.2,5109408,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2154.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/5109408.png&w=350&h=254
659,River Baldwin,NCSU,C,35,27.6,10.6,4.2,7.9,53.6,0.0,0.0,0.0,2.1,2.6,81.5,6.9,0.7,0.5,1.3,1.6,4433304,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/152.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/4433304.png&w=350&h=254
660,Sophie Hart,MINN,C,30,23.7,10.6,4.9,8.3,58.8,0.0,0.0,0.0,0.8,1.8,45.3,5.1,1.0,0.6,0.6,1.3,4898385,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/135.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/4898385.png&w=350&h=254
661,Hannah Jump,STAN,G,36,34.6,10.6,3.9,9.2,42.8,2.3,6.1,37.2,0.4,0.6,69.6,1.9,2.2,0.6,0.1,0.9,4432868,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/24.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/4432868.png&w=350&h=254
662,Ja-Naiah Perkins-Jackson,DSU,G,24,23.0,10.6,3.7,10.7,34.2,1.3,3.7,34.8,2.0,3.0,66.2,2.2,1.0,0.5,0.0,2.5,5116361,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2169.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/5116361.png&w=350&h=254
663,Trinity Johnson,UPST,PG,31,32.9,10.6,2.8,8.0,35.6,0.5,1.6,27.5,4.5,6.1,73.0,4.1,4.8,2.1,0.1,4.0,4399983,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2908.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/4399983.png&w=350&h=254
664,Britiya Curtis,NICH,G,31,29.5,10.6,4.0,9.8,40.6,1.5,4.3,36.4,1.1,1.5,73.9,3.0,1.6,1.6,0.1,1.8,5177998,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2447.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/5177998.png&w=350&h=254
665,Kennedy Todd-Williams,MISS,G,33,29.2,10.6,3.5,9.2,38.5,0.6,2.2,26.8,2.9,3.7,78.0,4.9,2.3,1.3,0.6,1.8,4433740,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/145.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/4433740.png&w=350&h=254
666,Amari Whiting,BYU,G,33,31.6,10.6,3.6,9.1,39.7,0.9,3.0,31.0,2.4,4.1,59.3,4.9,3.7,1.5,0.2,2.9,5175474,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/252.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/5175474.png&w=350&h=254
667,Jaleesa Lawrence,EWU,G,35,25.9,10.6,3.8,9.2,40.9,1.1,3.5,30.1,2.0,2.4,81.2,3.9,1.0,1.4,0.4,1.5,4899032,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/331.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/4899032.png&w=350&h=254
668,Mimi Collins,NCSU,F,37,28.8,10.6,3.9,8.5,45.7,1.0,2.6,38.9,1.8,2.4,76.4,6.2,0.9,0.4,0.5,1.2,4398763,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/152.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/4398763.png&w=350&h=254
669,Makayla Firebaugh,RID,G,30,31.6,10.6,3.9,10.0,38.5,1.5,4.9,31.1,1.3,1.7,78.0,3.9,1.5,1.1,0.2,2.6,4704621,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2520.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/4704621.png&w=350&h=254
670,Sydney Ryan,FUR,G,31,24.9,10.5,3.3,7.7,42.9,1.8,4.7,38.6,2.2,2.5,84.8,5.7,0.9,0.9,0.1,1.5,5107917,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/231.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/5107917.png&w=350&h=254
671,Darianna Littlepage-Buggs,BAY,G,33,27.7,10.5,4.5,8.6,52.5,0.0,0.2,0.0,1.5,2.0,76.9,7.2,1.5,0.7,0.3,2.1,5106145,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/239.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/5106145.png&w=350&h=254
672,Emily Rodabaugh,NAU,G,34,31.4,10.5,3.4,9.4,36.7,2.1,6.1,34.0,1.6,1.9,83.1,5.5,2.2,1.2,0.6,1.2,4594845,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2464.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/4594845.png&w=350&h=254
673,Alice Recanati,EKU,G,34,32.2,10.5,3.6,8.8,41.5,0.8,2.4,32.9,2.4,3.1,79.8,4.0,4.2,1.6,0.3,3.8,4705072,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2198.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/4705072.png&w=350&h=254
674,Tara Wallack,WSU,G,36,30.9,10.5,3.7,8.1,45.7,1.0,2.9,35.6,2.1,2.5,83.5,4.4,2.4,0.8,1.1,1.3,4899070,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/265.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/4899070.png&w=350&h=254
675,Jadyn Scott,M-OH,F,29,28.4,10.5,4.5,9.7,46.3,0.0,0.0,0.0,1.6,2.3,68.2,4.3,0.9,1.1,0.4,2.5,4433395,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/193.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/4433395.png&w=350&h=254
676,Kaya Ingram,COR,G,26,30.5,10.5,3.2,10.0,32.0,0.3,1.6,22.0,3.8,5.0,74.8,2.7,3.1,1.0,0.0,3.2,4705218,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/172.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/4705218.png&w=350&h=254
677,Lexi Donarski,UNC,G,33,35.9,10.5,3.6,10.1,35.7,2.2,6.6,33.9,1.0,1.2,85.0,2.8,1.3,0.9,0.1,1.1,4433409,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/153.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/4433409.png&w=350&h=254
678,Danyel Middleton,UIC,G,33,24.5,10.5,3.6,8.3,43.6,0.6,2.4,25.6,2.6,3.5,74.1,3.2,1.7,1.1,0.4,1.8,4598614,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/82.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/4598614.png&w=350&h=254
679,Kiera Pemberton,UND,F,27,23.8,10.5,3.9,7.1,54.5,0.0,0.2,16.7,2.7,4.0,69.2,6.6,0.7,0.9,0.3,2.3,5178457,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/155.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/5178457.png&w=350&h=254
680,Tahlia Walton,IUIN,G,23,24.7,10.5,3.9,8.3,46.8,0.8,2.7,29.5,2.0,3.0,65.2,2.7,2.0,0.4,0.7,2.4,4597948,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/85.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/4597948.png&w=350&h=254
681,Dyani Robinson,UNT,G,32,22.7,10.5,3.8,9.1,42.1,0.8,2.5,32.5,2.0,2.7,75.6,2.3,2.3,0.8,0.0,2.6,4705953,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/249.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/4705953.png&w=350&h=254
682,Taylor Williams,SOU,G,28,22.8,10.5,4.0,8.1,49.6,0.1,0.2,40.0,2.4,3.8,63.8,2.7,1.0,1.3,0.2,2.0,5109392,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2582.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/5109392.png&w=350&h=254
683,Maya Peat,UAPB,C,33,21.5,10.5,3.9,7.8,50.4,0.1,0.3,30.0,2.5,4.2,60.4,6.4,0.6,0.5,1.3,2.0,4704064,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2029.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/4704064.png&w=350&h=254
